details
"Serviced Residence | Penthouse  •  Built-up : 4,253 sq. ft.  •  Partly furnished"
"Semi-detached House  •  Built-up : 4,116 sq. ft.  •  Partly furnished"
"Serviced Residence | Corner lot  •  Built-up : 2,408 sq. ft.  •  Fully furnished"
"Serviced Residence | Corner lot  •  Built-up : 2,408 sq. ft.  •  Partly furnished"
"Condominium | Corner lot  •  Built-up : 4,489 sq. ft.  •  Partly furnished"
"1-sty Terrace/Link House | Intermediate  •  Built-up : 2,400 sq. ft.  •  Partly furnished"
"Serviced Residence  •  Built-up : 1,648 sq. ft.  •  Partly furnished"
Serviced Residence  •  Built-up : 820 sq. ft.  •  Partly furnished
"Serviced Residence | Penthouse  •  Built-up : 2,960 sq. ft.  •  Partly furnished"
"Serviced Residence  •  Built-up : 1,938 sq. ft.  •  Partly furnished"
"Serviced Residence  •  Built-up : 2,142 sq. ft.  •  Partly furnished"
"Bungalow | Corner lot  •  Built-up : 7,000 sq. ft.  •  Partly furnished"
"Condominium | Penthouse  •  Built-up : 6,100 sq. ft.  •  Partly furnished"
"Condominium  •  Built-up : 1,048 sq. ft.  •  Partly furnished"
Apartment  •  Built-up : 830 sq. ft.  •  Partly furnished
"Condominium  •  Built-up : 1,855 sq. ft."
"2-sty Terrace/Link House | Intermediate  •  Built-up : 2,000 sq. ft.  •  Unfurnished"
"3-sty Terrace/Link House  •  Built-up : 2,508 sq. ft."
"Apartment  •  Built-up : 1,220 sq. ft.  •  Partly furnished"
"Bungalow | Corner lot  •  Built-up : 12,000 sq. ft."
Serviced Residence  •  Built-up : 710 sq. ft.
"Bungalow | Corner lot  •  Built-up : 5,900 sq. ft."
"Condominium  •  Built-up : 3,668 sq. ft.  •  Fully furnished"
"Bungalow  •  Built-up : 8,000 sq. ft."
"Serviced Residence | Corner lot  •  Built-up : 5,662 sq. ft.  •  Partly furnished"
"2-sty Terrace/Link House | Intermediate  •  Built-up : 1,500 sq. ft."
"Condominium  •  Built-up : 2,690 sq. ft."
"Townhouse | Intermediate  •  Built-up : 2,580 sq. ft.  •  Partly furnished"
"3-sty Terrace/Link House | Intermediate  •  Built-up : 3,211 sq. ft.  •  Partly furnished"
"3-sty Terrace/Link House | Intermediate  •  Built-up : 6,084 sq. ft.  •  Partly furnished"
"Condominium | Corner lot  •  Built-up : 2,476 sq. ft.  •  Partly furnished"
"3.5-sty Terrace/Link House | Corner lot  •  Built-up : 6,526 sq. ft.  •  Partly furnished"
"3.5-sty Terrace/Link House | Intermediate  •  Built-up : 6,526 sq. ft.  •  Partly furnished"
"3-sty Terrace/Link House | Intermediate  •  Built-up : 2,959 sq. ft.  •  Partly furnished"
"Condominium  •  Built-up : 1,109 sq. ft.  •  Partly furnished"
"Bungalow  •  Built-up : 7,477 sq. ft.  •  Fully furnished"
"Condominium  •  Built-up : 1,550 sq. ft.  •  Fully furnished"
"Condominium  •  Built-up : 2,787 sq. ft.  •  Partly furnished"
"Condominium | Corner lot  •  Built-up : 1,755 sq. ft.  •  Partly furnished"
"Bungalow  •  Built-up : 20,000 sq. ft.  •  Partly furnished"
"Bungalow  •  Built-up : 5,000 sq. ft."
"Townhouse | Intermediate  •  Built-up : 2,580 sq. ft.  •  Partly furnished"
"Condominium | Corner lot  •  Built-up : 3,729 sq. ft.  •  Partly furnished"
"2-sty Terrace/Link House | Intermediate  •  Built-up : 3,000 sq. ft.  •  Partly furnished"
Condominium | Intermediate  •  Built-up : 960 sq. ft.  •  Partly furnished
"3-sty Terrace/Link House  •  Built-up : 5,448 sq. ft.  •  Partly furnished"
"3-sty Terrace/Link House  •  Built-up : 5,448 sq. ft.  •  Fully furnished"
"Serviced Residence  •  Built-up : 1,410 sq. ft.  •  Partly furnished"
"Condominium  •  Built-up : 1,593 sq. ft.  •  Fully furnished"
"Condominium  •  Built-up : 1,909 sq. ft.  •  Fully furnished"
"Condominium | Intermediate  •  Built-up : 1,065 sq. ft.  •  Unfurnished"
Serviced Residence | Intermediate  •  Built-up : 808 sq. ft.  •  Fully furnished
"Condominium  •  Built-up : 2,535 sq. ft."
"2-sty Terrace/Link House | Intermediate  •  Built-up : 2,200 sq. ft.  •  Partly furnished"
"3-sty Terrace/Link House | Corner lot  •  Built-up : 5,686 sq. ft.  •  Partly furnished"
"3-sty Terrace/Link House | Intermediate  •  Built-up : 2,600 sq. ft.  •  Partly furnished"
"Condominium  •  Built-up : 1,236 sq. ft.  •  Partly furnished"
"Condominium | Corner lot  •  Built-up : 3,600 sq. ft.  •  Partly furnished"
"Condominium  •  Built-up : 3,668 sq. ft."
"Condominium | Corner lot  •  Built-up : 2,550 sq. ft.  •  Fully furnished"
Serviced Residence  •  Built-up : 917 sq. ft.
"Bungalow  •  Built-up : 26,369 sq. ft."
"Bungalow  •  Built-up : 8,500 sq. ft."
"2.5-sty Terrace/Link House | Corner lot  •  Built-up : 4,483 sq. ft.  •  Partly furnished"
"2-sty Terrace/Link House | Intermediate  •  Built-up : 2,200 sq. ft.  •  Partly furnished"
"Serviced Residence  •  Built-up : 1,168 sq. ft."
"Bungalow | Intermediate  •  Built-up : 10,773 sq. ft.  •  Unfurnished"
"2-sty Terrace/Link House | Intermediate  •  Built-up : 2,800 sq. ft.  •  Partly furnished"
"Condominium | Corner lot  •  Built-up : 3,200 sq. ft.  •  Partly furnished"
"Condominium | Corner lot  •  Built-up : 3,282 sq. ft.  •  Fully furnished"
"Condominium | Corner lot  •  Built-up : 5,200 sq. ft.  •  Partly furnished"
"1-sty Terrace/Link House  •  Built-up : 3,300 sq. ft."
"Condominium | Corner lot  •  Built-up : 3,200 sq. ft.  •  Partly furnished"
Serviced Residence | End lot  •  Built-up : 595 sq. ft.  •  Fully furnished
"Condominium | Corner lot  •  Built-up : 2,673 sq. ft.  •  Partly furnished"
"Condominium | Corner lot  •  Built-up : 2,874 sq. ft.  •  Partly furnished"
Serviced Residence  •  Built-up : 442 sq. ft.  •  Unfurnished
Serviced Residence  •  Built-up : 442 sq. ft.  •  Unfurnished
"Condominium | Corner lot  •  Built-up : 2,500 sq. ft.  •  Fully furnished"
Condominium | Intermediate  •  Built-up : 871 sq. ft.  •  Fully furnished
Serviced Residence | Corner lot  •  Built-up : 662 sq. ft.  •  Fully furnished
Condominium  •  Built-up : 918 sq. ft.  •  Partly furnished
"Condominium  •  Built-up : 1,122 sq. ft.  •  Fully furnished"
"Serviced Residence  •  Built-up : 1,238 sq. ft.  •  Fully furnished"
"Condominium  •  Built-up : 2,535 sq. ft."
"3-sty Terrace/Link House | Corner lot  •  Built-up : 5,686 sq. ft.  •  Partly furnished"
"Condominium | Corner lot  •  Built-up : 3,704 sq. ft.  •  Partly furnished"
"2-sty Terrace/Link House | Intermediate  •  Built-up : 2,000 sq. ft.  •  Partly furnished"
"2-sty Terrace/Link House | Intermediate  •  Built-up : 1,600 sq. ft.  •  Partly furnished"
"Condominium  •  Built-up : 1,755 sq. ft."
"Condominium | Intermediate  •  Built-up : 1,122 sq. ft.  •  Unfurnished"
"Condominium | Corner lot  •  Built-up : 1,021 sq. ft.  •  Partly furnished"
"Condominium | Corner lot  •  Built-up : 1,358 sq. ft.  •  Partly furnished"
"Bungalow  •  Built-up : 5,581 sq. ft."
"Bungalow  •  Built-up : 5,700 sq. ft.  •  Unfurnished"
"Condominium | Corner lot  •  Built-up : 4,530 sq. ft.  •  Partly furnished"
"Condominium  •  Built-up : 3,132 sq. ft.  •  Unfurnished"
"Condominium | Corner lot  •  Built-up : 3,132 sq. ft.  •  Partly furnished"
Condominium  •  Built-up : 932 sq. ft.  •  Fully furnished
"Condominium  •  Built-up : 1,015 sq. ft.  •  Unfurnished"
"Condominium  •  Built-up : 1,200 sq. ft."
Serviced Residence  •  Built-up : 993 sq. ft.
Serviced Residence | Intermediate  •  Built-up : 850 sq. ft.  •  Fully furnished
"Semi-detached House | Corner lot  •  Built-up : 4,980 sq. ft.  •  Partly furnished"
"Bungalow | Intermediate  •  Built-up : 4,928 sq. ft.  •  Partly furnished"
"2-sty Terrace/Link House | End lot  •  Built-up : 2,600 sq. ft.  •  Partly furnished"
Serviced Residence | Corner lot  •  Built-up : 645 sq. ft.
"Serviced Residence | Corner lot  •  Built-up : 3,897 sq. ft.  •  Partly furnished"
"Serviced Residence  •  Built-up : 1,138 sq. ft.  •  Partly furnished"
"Bungalow | Corner lot  •  Built-up : 5,688 sq. ft."
"Condominium | Corner lot  •  Built-up : 1,267 sq. ft.  •  Partly furnished"
"2-sty Terrace/Link House | Intermediate  •  Built-up : 2,500 sq. ft."
"Condominium | Corner lot  •  Built-up : 1,428 sq. ft.  •  Fully furnished"
"1-sty Terrace/Link House | Intermediate  •  Built-up : 1,078 sq. ft.  •  Unfurnished"
"Condominium | Corner lot  •  Built-up : 1,896 sq. ft.  •  Partly furnished"
"2-sty Terrace/Link House  •  Built-up : 2,640 sq. ft."
"Bungalow  •  Built-up : 3,600 sq. ft."
"Serviced Residence  •  Built-up : 1,292 sq. ft.  •  Partly furnished"
Serviced Residence | Corner lot  •  Built-up : 676 sq. ft.  •  Fully furnished
"Bungalow  •  Built-up : 7,000 sq. ft."
"Condominium | Duplex  •  Built-up : 1,679 sq. ft.  •  Fully furnished"
Condominium | Intermediate  •  Built-up : 867 sq. ft.  •  Fully furnished
Condominium | Corner lot  •  Built-up : 935 sq. ft.  •  Partly furnished
"1-sty Terrace/Link House | Intermediate  •  Built-up : 1,200 sq. ft.  •  Unfurnished"
"3-sty Terrace/Link House | Intermediate  •  Built-up : 4,800 sq. ft."
"Bungalow | Corner lot  •  Built-up : 7,700 sq. ft.  •  Partly furnished"
"Bungalow | Intermediate  •  Built-up : 5,085 sq. ft.  •  Partly furnished"
"3-sty Terrace/Link House | Intermediate  •  Built-up : 1,550 sq. ft.  •  Partly furnished"
"2-sty Terrace/Link House | Intermediate  •  Built-up : 1,500 sq. ft.  •  Partly furnished"
"Condominium | Corner lot  •  Built-up : 1,206 sq. ft.  •  Partly furnished"
"Condominium | Intermediate  •  Built-up : 1,235 sq. ft.  •  Fully furnished"
"Bungalow | Corner lot  •  Built-up : 16,800 sq. ft.  •  Partly furnished"
"Bungalow  •  Built-up : 7,500 sq. ft."
"3-sty Terrace/Link House | End lot  •  Built-up : 5,686 sq. ft.  •  Partly furnished"
"3.5-sty Terrace/Link House | Intermediate  •  Built-up : 6,500 sq. ft.  •  Partly furnished"
"Condominium | Corner lot  •  Built-up : 1,443 sq. ft.  •  Partly furnished"
"Condominium | Corner lot  •  Built-up : 1,700 sq. ft.  •  Partly furnished"
"Serviced Residence  •  Built-up : 4,227 sq. ft."
"Semi-detached House  •  Built-up : 3,500 sq. ft.  •  Partly furnished"
"Condominium | Corner lot  •  Built-up : 1,615 sq. ft.  •  Partly furnished"
"Condominium  •  Built-up : 1,377 sq. ft."
"Condominium  •  Built-up : 3,000 sq. ft."
"3-sty Terrace/Link House | Intermediate  •  Built-up : 5,448 sq. ft.  •  Partly furnished"
"Bungalow | Intermediate  •  Built-up : 4,500 sq. ft.  •  Partly furnished"
Condominium | Intermediate  •  Built-up : 920 sq. ft.  •  Partly furnished
Condominium | Intermediate  •  Built-up : 718 sq. ft.  •  Fully furnished
"Condominium | End lot  •  Built-up : 3,474 sq. ft.  •  Partly furnished"
"3-sty Terrace/Link House  •  Built-up : 3,600 sq. ft.  •  Unfurnished"
"2-sty Terrace/Link House | Intermediate  •  Built-up : 2,000 sq. ft.  •  Unfurnished"
"Bungalow | Intermediate  •  Built-up : 16,050 sq. ft.  •  Partly furnished"
Condominium | Corner lot  •  Built-up : 721 sq. ft.  •  Fully furnished
"Serviced Residence | Intermediate  •  Built-up : 1,165 sq. ft.  •  Partly furnished"
"Serviced Residence | Intermediate  •  Built-up : 1,442 sq. ft.  •  Fully furnished"
"Condominium | Corner lot  •  Built-up : 1,537 sq. ft.  •  Partly furnished"
"Serviced Residence | Intermediate  •  Built-up : 1,476 sq. ft.  •  Partly furnished"
"Semi-detached House | End lot  •  Built-up : 4,800 sq. ft.  •  Partly furnished"
Serviced Residence | Intermediate  •  Built-up : 624 sq. ft.  •  Partly furnished
"Condominium | Intermediate  •  Built-up : 3,750 sq. ft.  •  Fully furnished"
Serviced Residence  •  Built-up : 826 sq. ft.  •  Partly furnished
"Bungalow | Corner lot  •  Built-up : 16,000 sq. ft.  •  Partly furnished"
"2-sty Terrace/Link House | Intermediate  •  Built-up : 2,300 sq. ft.  •  Partly furnished"
"3-sty Terrace/Link House | Intermediate  •  Built-up : 2,515 sq. ft.  •  Fully furnished"
"Condominium | Corner lot  •  Built-up : 3,000 sq. ft.  •  Partly furnished"
"Serviced Residence | Corner lot  •  Built-up : 1,195 sq. ft.  •  Fully furnished"
"Condominium  •  Built-up : 1,280 sq. ft."
"Condominium | Corner lot  •  Built-up : 2,000 sq. ft.  •  Partly furnished"
"Bungalow  •  Built-up : 5,000 sq. ft."
"2.5-sty Terrace/Link House  •  Built-up : 1,500 sq. ft.  •  Fully furnished"
"Condominium  •  Built-up : 1,288 sq. ft.  •  Partly furnished"
"Condominium  •  Built-up : 1,378 sq. ft."
"Condominium | Corner lot  •  Built-up : 2,346 sq. ft.  •  Partly furnished"
"Condominium | Corner lot  •  Built-up : 2,519 sq. ft."
"Condominium  •  Built-up : 1,232 sq. ft.  •  Partly furnished"
"Condominium  •  Built-up : 1,093 sq. ft.  •  Partly furnished"
"Condominium  •  Built-up : 1,513 sq. ft.  •  Partly furnished"
"Condominium  •  Built-up : 1,772 sq. ft.  •  Partly furnished"
"Condominium  •  Built-up : 1,283 sq. ft.  •  Partly furnished"
"Condominium | Corner lot  •  Built-up : 1,930 sq. ft.  •  Partly furnished"
"Condominium  •  Built-up : 1,537 sq. ft.  •  Partly furnished"
"Condominium | Corner lot  •  Built-up : 1,206 sq. ft.  •  Partly furnished"
"3-sty Terrace/Link House | Intermediate  •  Built-up : 2,688 sq. ft.  •  Partly furnished"
Serviced Residence  •  Built-up : 915 sq. ft.
Serviced Residence | Corner lot  •  Built-up : 943 sq. ft.  •  Partly furnished
"Condominium | Corner lot  •  Built-up : 2,515 sq. ft."
"Semi-detached House | Intermediate  •  Built-up : 2,307 sq. ft.  •  Partly furnished"
"Condominium | Intermediate  •  Built-up : 4,490 sq. ft.  •  Partly furnished"
Serviced Residence  •  Built-up : 904 sq. ft.  •  Unfurnished
"Condominium  •  Built-up : 4,489 sq. ft.  •  Partly furnished"
Serviced Residence  •  Built-up : 852 sq. ft.  •  Fully furnished
Serviced Residence  •  Built-up : 442 sq. ft.  •  Unfurnished
"Condominium  •  Built-up : 1,377 sq. ft."
"Condominium  •  Built-up : 1,300 sq. ft."
"Condominium  •  Built-up : 1,015 sq. ft.  •  Unfurnished"
"Condominium  •  Built-up : 1,826 sq. ft.  •  Fully furnished"
"Condominium | Corner lot  •  Built-up : 3,133 sq. ft.  •  Fully furnished"
"2-sty Terrace/Link House | Corner lot  •  Built-up : 1,980 sq. ft.  •  Partly furnished"
"Serviced Residence  •  Built-up : 1,565 sq. ft.  •  Partly furnished"
"2.5-sty Terrace/Link House | Intermediate  •  Built-up : 1,000 sq. ft.  •  Unfurnished"
Serviced Residence | Intermediate  •  Built-up : 689 sq. ft.  •  Fully furnished
"Bungalow | Corner lot  •  Built-up : 7,100 sq. ft.  •  Partly furnished"
Apartment | Intermediate  •  Built-up : 750 sq. ft.  •  Partly furnished
"Bungalow | Corner lot  •  Built-up : 33,000 sq. ft.  •  Partly furnished"
"Condominium  •  Built-up : 1,300 sq. ft.  •  Fully furnished"
"Condominium  •  Built-up : 1,862 sq. ft."
Serviced Residence | Intermediate  •  Built-up : 973 sq. ft.  •  Fully furnished
"Bungalow | Intermediate  •  Built-up : 4,000 sq. ft.  •  Partly furnished"
"2-sty Terrace/Link House  •  Built-up : 2,800 sq. ft."
"Bungalow | Intermediate  •  Built-up : 4,000 sq. ft.  •  Partly furnished"
"Semi-detached House  •  Built-up : 4,200 sq. ft."
"Serviced Residence  •  Built-up : 1,292 sq. ft.  •  Partly furnished"
Serviced Residence  •  Built-up : 770 sq. ft.  •  Partly furnished
Serviced Residence  •  Built-up : 850 sq. ft.  •  Partly furnished
"Condominium | Corner lot  •  Built-up : 2,707 sq. ft.  •  Partly furnished"
"Condominium | End lot  •  Built-up : 2,580 sq. ft.  •  Partly furnished"
"Semi-detached House  •  Built-up : 5,547 sq. ft."
"Semi-detached House  •  Built-up : 2,500 sq. ft."
"2-sty Terrace/Link House | Intermediate  •  Built-up : 2,100 sq. ft.  •  Unfurnished"
"2-sty Terrace/Link House | Intermediate  •  Built-up : 3,000 sq. ft.  •  Fully furnished"
"Bungalow  •  Built-up : 22,000 sq. ft."
"Condominium  •  Built-up : 1,830 sq. ft.  •  Partly furnished"
"Serviced Residence  •  Built-up : 1,426 sq. ft.  •  Partly furnished"
"Bungalow | Corner lot  •  Built-up : 6,000 sq. ft.  •  Partly furnished"
"Condominium  •  Built-up : 3,671 sq. ft.  •  Partly furnished"
"Bungalow | Corner lot  •  Built-up : 16,000 sq. ft.  •  Partly furnished"
"Condominium  •  Built-up : 1,600 sq. ft.  •  Fully furnished"
"Condominium  •  Built-up : 1,268 sq. ft.  •  Partly furnished"
"Condominium  •  Built-up : 1,600 sq. ft.  •  Partly furnished"
"Bungalow | Corner lot  •  Built-up : 11,500 sq. ft.  •  Fully furnished"
"Condominium  •  Built-up : 1,400 sq. ft."
"Bungalow  •  Built-up : 6,038 sq. ft."
"Bungalow  •  Built-up : 15,085 sq. ft."
"Bungalow  •  Built-up : 15,000 sq. ft.  •  Fully furnished"
"Bungalow  •  Built-up : 8,000 sq. ft.  •  Partly furnished"
"Semi-detached House  •  Built-up : 3,800 sq. ft."
"Semi-detached House  •  Built-up : 3,000 sq. ft.  •  Unfurnished"
"Bungalow  •  Built-up : 6,600 sq. ft."
"Bungalow  •  Built-up : 4,500 sq. ft."
"Bungalow  •  Built-up : 7,600 sq. ft."
"Bungalow  •  Built-up : 3,800 sq. ft.  •  Partly furnished"
"Bungalow  •  Built-up : 4,000 sq. ft."
"Condominium | Corner lot  •  Built-up : 1,390 sq. ft.  •  Fully furnished"
"Condominium | Corner lot  •  Built-up : 3,543 sq. ft.  •  Partly furnished"
"Condominium | Corner lot  •  Built-up : 1,270 sq. ft."
Serviced Residence  •  Built-up : 980 sq. ft.
"Serviced Residence  •  Built-up : 1,830 sq. ft."
"2-sty Terrace/Link House | Intermediate  •  Built-up : 2,700 sq. ft.  •  Partly furnished"
"1.5-sty Terrace/Link House | Intermediate  •  Built-up : 2,500 sq. ft."
"Condominium  •  Built-up : 2,535 sq. ft."
"Condominium  •  Built-up : 1,031 sq. ft."
"Condominium | Intermediate  •  Built-up : 1,593 sq. ft.  •  Fully furnished"
Condominium  •  Built-up : 871 sq. ft.  •  Fully furnished
"Condominium | Penthouse  •  Built-up : 4,192 sq. ft.  •  Fully furnished"
"Serviced Residence  •  Built-up : 1,145 sq. ft."
"Bungalow  •  Built-up : 3,700 sq. ft.  •  Fully furnished"
"Condominium  •  Built-up : 1,050 sq. ft.  •  Partly furnished"
"Condominium | Intermediate  •  Built-up : 1,626 sq. ft.  •  Partly furnished"
Condominium  •  Built-up : 960 sq. ft.
"Condominium | Intermediate  •  Built-up : 2,250 sq. ft.  •  Partly furnished"
"2-sty Terrace/Link House  •  Built-up : 3,000 sq. ft."
"1-sty Terrace/Link House  •  Built-up : 1,819 sq. ft."
"1-sty Terrace/Link House  •  Built-up : 1,400 sq. ft."
"Condominium  •  Built-up : 1,271 sq. ft."
"Serviced Residence  •  Built-up : 3,897 sq. ft."
"Bungalow  •  Built-up : 3,200 sq. ft.  •  Partly furnished"
"Condominium  •  Built-up : 1,771 sq. ft.  •  Unfurnished"
"Condominium | Corner lot  •  Built-up : 1,906 sq. ft.  •  Fully furnished"
Condominium  •  Built-up : 969 sq. ft.
Condominium | Intermediate  •  Built-up : 940 sq. ft.  •  Unfurnished
"Condominium | Corner lot  •  Built-up : 2,777 sq. ft.  •  Partly furnished"
"Condominium  •  Built-up : 1,194 sq. ft.  •  Partly furnished"
"Condominium  •  Built-up : 1,292 sq. ft."
"Condominium | Intermediate  •  Built-up : 1,663 sq. ft.  •  Partly furnished"
"3-sty Terrace/Link House  •  Built-up : 3,642 sq. ft.  •  Partly furnished"
"2-sty Terrace/Link House  •  Built-up : 2,530 sq. ft.  •  Partly furnished"
"Condominium | Intermediate  •  Built-up : 2,128 sq. ft.  •  Partly furnished"
"Semi-detached House | Intermediate  •  Built-up : 4,000 sq. ft.  •  Partly furnished"
"Condominium | Intermediate  •  Built-up : 1,663 sq. ft.  •  Partly furnished"
"Condominium | Intermediate  •  Built-up : 1,164 sq. ft.  •  Partly furnished"
"Condominium  •  Built-up : 1,093 sq. ft.  •  Partly furnished"
"Condominium  •  Built-up : 1,194 sq. ft.  •  Partly furnished"
"Townhouse | End lot  •  Built-up : 2,332 sq. ft.  •  Fully furnished"
"Bungalow  •  Built-up : 7,500 sq. ft."
"Condominium | Corner lot  •  Built-up : 2,767 sq. ft.  •  Fully furnished"
"3-sty Terrace/Link House | Corner lot  •  Built-up : 2,487 sq. ft.  •  Fully furnished"
"Serviced Residence  •  Built-up : 1,831 sq. ft.  •  Partly furnished"
"Semi-detached House  •  Built-up : 3,000 sq. ft.  •  Partly furnished"
"Condominium | Corner lot  •  Built-up : 1,281 sq. ft.  •  Partly furnished"
"Condominium | Corner lot  •  Built-up : 4,090 sq. ft.  •  Partly furnished"
"Serviced Residence  •  Built-up : 1,302 sq. ft."
"Condominium  •  Built-up : 1,496 sq. ft."
"Condominium | Corner lot  •  Built-up : 2,228 sq. ft.  •  Partly furnished"
"Serviced Residence | Intermediate  •  Built-up : 1,590 sq. ft.  •  Partly furnished"
"Condominium | Intermediate  •  Built-up : 1,685 sq. ft.  •  Partly furnished"
"Condominium  •  Built-up : 3,000 sq. ft.  •  Partly furnished"
Serviced Residence  •  Built-up : 868 sq. ft.  •  Partly furnished
"3-sty Terrace/Link House | End lot  •  Built-up : 3,060 sq. ft.  •  Partly furnished"
"Bungalow  •  Built-up : 14,000 sq. ft.  •  Fully furnished"
Serviced Residence  •  Built-up : 743 sq. ft.  •  Partly furnished
"Condominium | Intermediate  •  Built-up : 1,876 sq. ft."
"Townhouse | End lot  •  Built-up : 2,583 sq. ft.  •  Partly furnished"
Condominium  •  Built-up : 796 sq. ft.  •  Fully furnished
"2.5-sty Terrace/Link House | Intermediate  •  Built-up : 3,200 sq. ft.  •  Partly furnished"
"Serviced Residence | End lot  •  Built-up : 1,442 sq. ft.  •  Fully furnished"
Condominium | Corner lot  •  Built-up : 946 sq. ft.  •  Partly furnished
Condominium | Intermediate  •  Built-up : 913 sq. ft.  •  Fully furnished
"2-sty Terrace/Link House | Intermediate  •  Built-up : 1,400 sq. ft.  •  Partly furnished"
"Condominium  •  Built-up : 1,976 sq. ft.  •  Fully furnished"
"Apartment | Intermediate  •  Built-up : 1,001 sq. ft.  •  Partly furnished"
"Condominium | Corner lot  •  Built-up : 1,268 sq. ft.  •  Partly furnished"
"2-sty Terrace/Link House | Corner lot  •  Built-up : 3,260 sq. ft.  •  Partly furnished"
"Condominium  •  Built-up : 2,700 sq. ft.  •  Partly furnished"
"Serviced Residence  •  Built-up : 2,060 sq. ft."
"Condominium  •  Built-up : 1,406 sq. ft.  •  Partly furnished"
"Condominium | Corner lot  •  Built-up : 1,535 sq. ft."
"Condominium | Corner lot  •  Built-up : 1,544 sq. ft.  •  Fully furnished"
"Condominium | Corner lot  •  Built-up : 1,852 sq. ft.  •  Partly furnished"
"Condominium  •  Built-up : 1,485 sq. ft."
"Condominium  •  Built-up : 1,367 sq. ft."
"Condominium  •  Built-up : 1,603 sq. ft.  •  Partly furnished"
"Condominium | Corner lot  •  Built-up : 2,767 sq. ft.  •  Partly furnished"
"Condominium | Corner lot  •  Built-up : 2,702 sq. ft.  •  Fully furnished"
"Condominium | Corner lot  •  Built-up : 1,465 sq. ft.  •  Unfurnished"
"Bungalow | Corner lot  •  Built-up : 26,000 sq. ft.  •  Partly furnished"
"Bungalow  •  Built-up : 11,000 sq. ft."
"Bungalow | Corner lot  •  Built-up : 13,400 sq. ft.  •  Partly furnished"
Condominium | Intermediate  •  Built-up : 785 sq. ft.  •  Fully furnished
"Semi-detached House | Intermediate  •  Built-up : 4,200 sq. ft.  •  Partly furnished"
"Condominium  •  Built-up : 2,519 sq. ft.  •  Unfurnished"
"Bungalow  •  Built-up : 11,000 sq. ft.  •  Partly furnished"
"Bungalow  •  Built-up : 26,369 sq. ft.  •  Partly furnished"
"Condominium | Corner lot  •  Built-up : 2,519 sq. ft.  •  Partly furnished"
"Condominium  •  Built-up : 1,104 sq. ft.  •  Unfurnished"
"Condominium | Corner lot  •  Built-up : 4,187 sq. ft.  •  Partly furnished"
"Condominium  •  Built-up : 1,650 sq. ft.  •  Unfurnished"
"2-sty Terrace/Link House | Intermediate  •  Built-up : 2,640 sq. ft.  •  Partly furnished"
"2-sty Terrace/Link House | Intermediate  •  Built-up : 1,000 sq. ft.  •  Unfurnished"
"Condominium  •  Built-up : 3,132 sq. ft.  •  Partly furnished"
"Condominium  •  Built-up : 1,281 sq. ft.  •  Partly furnished"
"Condominium | Corner lot  •  Built-up : 1,118 sq. ft.  •  Unfurnished"
"Condominium  •  Built-up : 3,169 sq. ft."
"Condominium  •  Built-up : 3,729 sq. ft."
"Condominium  •  Built-up : 3,632 sq. ft."
"Condominium  •  Built-up : 3,704 sq. ft."
"Serviced Residence | Intermediate  •  Built-up : 1,137 sq. ft.  •  Partly furnished"
"3.5-sty Terrace/Link House | Intermediate  •  Built-up : 6,500 sq. ft.  •  Partly furnished"
Serviced Residence  •  Built-up : 950 sq. ft.  •  Partly furnished
Condominium  •  Built-up : 921 sq. ft.  •  Partly furnished
"Condominium  •  Built-up : 2,347 sq. ft.  •  Partly furnished"
Condominium  •  Built-up : 689 sq. ft.  •  Partly furnished
"Condominium  •  Built-up : 2,906 sq. ft."
"3-sty Terrace/Link House | Intermediate  •  Built-up : 4,400 sq. ft.  •  Partly furnished"
Serviced Residence | Corner lot  •  Built-up : 775 sq. ft.  •  Partly furnished
Serviced Residence | Intermediate  •  Built-up : 691 sq. ft.  •  Partly furnished
"Condominium | Corner lot  •  Built-up : 2,454 sq. ft.  •  Partly furnished"
"Condominium | Corner lot  •  Built-up : 1,529 sq. ft.  •  Fully furnished"
"Bungalow  •  Built-up : 7,000 sq. ft.  •  Partly furnished"
Condominium | Intermediate  •  Built-up : 876 sq. ft.  •  Partly furnished
"Semi-detached House | Corner lot  •  Built-up : 6,500 sq. ft.  •  Fully furnished"
"Condominium | Intermediate  •  Built-up : 1,367 sq. ft.  •  Partly furnished"
Condominium | Intermediate  •  Built-up : 876 sq. ft.  •  Partly furnished
"2-sty Terrace/Link House | End lot  •  Built-up : 2,400 sq. ft.  •  Partly furnished"
"Condominium | Corner lot  •  Built-up : 1,283 sq. ft.  •  Partly furnished"
"Serviced Residence | Corner lot  •  Built-up : 1,750 sq. ft.  •  Partly furnished"
"Condominium | Intermediate  •  Built-up : 1,271 sq. ft.  •  Partly furnished"
"Condominium | End lot  •  Built-up : 2,580 sq. ft.  •  Partly furnished"
"Bungalow  •  Built-up : 5,200 sq. ft."
"1-sty Terrace/Link House | End lot  •  Built-up : 1,000 sq. ft."
"2.5-sty Terrace/Link House | Intermediate  •  Built-up : 2,800 sq. ft.  •  Partly furnished"
"Bungalow  •  Built-up : 5,750 sq. ft."
Condominium  •  Built-up : 871 sq. ft.  •  Partly furnished
"Condominium | Corner lot  •  Built-up : 1,296 sq. ft.  •  Unfurnished"
"Condominium  •  Built-up : 1,262 sq. ft.  •  Partly furnished"
"Condominium  •  Built-up : 1,787 sq. ft."
